Texto;Classe
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800865;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800826;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800919;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800931;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800947;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800904;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800879;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800921;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800942;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800749;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800704;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800723;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800655;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800710;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800870;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800699;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800679;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800786;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801520;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801584;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800685;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800683;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800718;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800861;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800637;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800653;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801574;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800611;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800834;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801686;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800864;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801553;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800789;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800762;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801609;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800726;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800659;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801661;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801591;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800794;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800803;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800822;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800829;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800838;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800824;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800779;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800635;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800743;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800823;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800790;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801533;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800785;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800736;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800652;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800748;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800692;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800882;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800876;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800940;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800846;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800894;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800777;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800835;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800891;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800825;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800898;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801588;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800851;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800910;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801613;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800742;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800698;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800833;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800714;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800916;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801682;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800708;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800741;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800958;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800886;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801678;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800956;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800778;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800983;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800852;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801619;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800764;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800874;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800926;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801631;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800798;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800960;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800711;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801648;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800621;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800769;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800686;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800873;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800935;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801471;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800815;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800925;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800690;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520801004;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800761;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800631;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801476;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800892;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800928;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801660;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520801029;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800763;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800703;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801592;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8108520801690;DATAPROC
SMARTPHONE SYMBOL MC35 - SERIE:S8109520800995;DATAPROC
SAP BRA;DP-SW
Tv LED 55P  Smart FHD B;DP EQUIP
TV LED 32P. SMART WFI    B;DP EQUIP
TV FULL HD 43P SMART WIFIB;DP EQUIP
CLICK SHERE MARC. BARCO;EQIP-MFG
BOTAO PARA CLICKSHERE USB;EQIP-MFG
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
Cadeiras staff;OFF F&F
NOTEBOOK  LENOVO MOD X250;DP EQUIP
TV LED 32P.HD PANASONIC PRETO BIVOLT 852;OFF MACH
TV LED 40P. UHD PTA B SAMSUNG PRATA BIVO;OFF MACH
Compra de conectores p/ Switches Dumas;DATAPROC
LATAM_Brazil- Security Infrastruct Upgra;EQIP-MFG
Melhorias de Equipamentos de EHS;EQIP-MFG
NOTEBOOK X250;DP EQUIP
NOTEBOOK X250;DP EQUIP
NOTEBOOK X250;DP EQUIP
NOTEBOOK X250;DP EQUIP
iPad Air 2 128GB + 4G;DP EQUIP
MC55A0-P30SWRQA7WR WLAN 802.11 A/B/G, BL;BLDGEQPT
EA2-00-15005A00 E-4205A TT CEE PCB2 BRAZ;BLDGEQPT
SYMBOL KIT LI4278 PRETO USB HORIZ. - NEE;BLDGEQPT
VOLVO/XC60 2.0 T5 DYNAMIC/ Cor: PRATA;AUTO T&T
"CRD5500-101UES ""MC55/MC65/MC67 - KIT BER";BLDGEQPT
TV 4K LED 55P. Smart WIFBI samsumg;OFF MACH
TV LED 43P smart wfi LG;OFF MACH
TV LED 40P smart wif FHDB panasonic;OFF MACH
Torisel;INT-TECR
TV LED 43P smart wfi LG;OFF MACH
TV LED 32P smart wifb samsung;OFF MACH
TV LED 40p 4k led smartb samsung;OFF MACH
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""""""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellula";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
"""iPads Oncologia - iPad (5th Gen, Wi-Fi, Cellular)";DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
iPad 5th Oncologia;DP EQUIP
Projetor multimídia marca EPSON modelo B;DP EQUIP
HP PROLIANT DL380 G9 8SFF CTO SERVER Pro;DP EQUIP
"""ThinkPad X270: i5-7300U, 8GB Memory, 256""";DP EQUIP
JABRA SPEAK 810;DP EQUIP
Video projetor de curta distancia a lamp;DP EQUIP
Compra de cadeiras steelcase Dumas/BR po;OFF F&F
"""ThinkPad X280, Intel Core i5-8350U (1.70""";DP EQUIP
"""ThinkPad X280, Intel Core i5-8350U (1.70""";DP EQUIP
"""ThinkPad X280, Intel Core i5-8350U (1.70""";DP EQUIP
"""ThinkPad X280, Intel Core i5-8350U (1.70""";DP EQUIP
TV LED  SMART TV 32;OFF MACH
TV LED 4K SMART TV  43;OFF MACH
Roteador digital de imagens CLICKSHARE m;DP EQUIP
ThinkPad T480 High End: i7-8650U, 16GB Mem, 51;DP EQUIP
ThinkVision P24h-10 23.8 inch Wide QHD I;DP EQUIP
ThinkPad 512GB PCIe NVME TLC OPAL M.2 SS;DP EQUIP
"""ThinkPad T480 Standard: i5-8350U, 8GB Me""";DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
iPhone 8 64GB;DP EQUIP
ThinkPad 512GB PCIe NVME TLC OPAL M.2 SS;DP EQUIP
Notebook Thinkpad XI YOGA 3RD GEN/WIND;DP EQUIP
ThinkVision P27h-10 27 inch Wide QHD IPS;DP EQUIP
Wireless Site Survey Implement.-Brazil;DATAPROC
Acquisition of Low Voltage Panel (QGBT);M&E-SEC
DISJ. BT. MANOPLAS & OTHERS;M&E-SEC
Acquisition medium voltage protection sy;M&E-SEC
Installation of the new low voltage pane;M&E-SEC
Elaboração do as built das instalações;M&E-SEC
"""Realização do Estudo de Curto Circuito,""";M&E-SEC
Identificação dos circuitos do QGBT exis;M&E-SEC
"""Jackchair,heightadjustablearms,blackfram""";OFF F&F
Instalação electrical generator Dumas;M&E-SEC
Serviço de construção de base para o ger;BLDG
01 X GRUPO GERADOR C15 – EM CARENAGEM AC;M&E-SEC
Melhorias de Equipamentos de EHS;EQIP-MFG
Compra de Divisória acústica retrátil pa;OFF F&F
Compra de Divisória acústica retrátil pa;OFF F&F
Compra de Divisória acústica retrátil pa;OFF F&F
Câmeras PTZ SONY modelo SRG-120DU;DATAPROC
CAMERA IP BULLET EXTERNA AXIS, 2MP, 1080;M&E-SEC
LEITOR DE TAG VEICULAR NEDAP;M&E-SEC
MICRONODE S2, 2 LEITORES, 4 ENTRADAS, 4;M&E-SEC
NETVR 120 VMS S2, ATE 64 CAMERAS, ATÉ 16;M&E-SEC
Acessórios (Cartão, Fitas, impressora, Laminadora);M&E-SEC
Camera, Hard Disk, Leitor de proximidade;M&E-SEC
CABR 75 380V;M&E-SEC
EUBR 40SE CyberBR UP FLOW 380V - R407c +;M&E-SEC
Quadro elétrico, Placa de conversão, controle e ch;M&E-SEC
Projeto e detalhamento dos vidros e fixa;BLDG
Projeto e detalhamento dos vidros e fixa;BLDG
Lona na cor branca fabricada com cintas;BLDG
Estrutura de Alumínio com acab. Pintura;BLDG
BLOCO EPS T1;BLDG
COLA FIREST ADESIVE18,9 LT W56TPO3005;BLDG
"DENS-DECK PRIME 1/4"" -4'X8' - W56RAC8725";BLDG
MEMBRANA TPO BRANCA3,05mx30,48m W56TPM30;BLDG
Materiais para reforma;BLDG
CPA: 45155 capital.  Fornecimento de mão, serviços;BLDG
Vidro Laminado Controle Solar ST120 - 12;OFF F&F
Mobiliários do Jardim;OFF F&F
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
PN 20ASS20H00 (L440)  R$ 2.706,35 por un;DP EQUIP
"""ThinkPad T480 Standard: i5-8350U, 8GB Me""";DP EQUIP
"""ThinkPad T480 Standard: i5-8350U, 8GB Me""";DP EQUIP
BALANCA ELETRONICA MCA GARVENS MOD S2-DMS CARGA MA;EQIP-MFG
BALANCA TIPO PLATAFORMA MCA TOLEDO MOD 9091 CARGA;EQIP-MFG
BALANCA TIPO PLATAFORMA MOVEL MCA METTLER TOLEDO M;EQIP-MFG
BALANCA TIPO PLATAFORMA MOVEL MCA METTLER TOLEDO M;EQIP-MFG
BANCADA DE TRABALHO EM ACO INOX MCA NC MOD NC NUM.;EQIP-MFG
BANCADA DE TRABALHO EM ACO INOX MCA NC MOD NC NUM.;EQIP-MFG
BANCADA DE TRABALHO EM ACO INOX MCA NOBREINOX MOD;EQIP-MFG
BANCADA EM ACO INOX MCA MC MOD NC DIMENSOES 100X80;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD MC DIMENSOES 50X60X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 130X60;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 140X70;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 200X70;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 30X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 30X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 35X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 35X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 35X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 35X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 35X50X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 40X55X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 40X60X;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 80X40;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES 90X50;EQIP-MFG
BANCADA EM ACO INOX MCA NC MOD NC DIMENSOES E0X50X;EQIP-MFG
BANCO EM ACO INOX;EQIP-MFG
BANQUETA FIXA C/REGULAGEM DE ALTURA ESTOFADA CORVI;EQIP-MFG
BANQUETA FIXA EM ACO INOX;EQIP-MFG
CARRO CUBA MCA NC MOD NC MATERIAL ACO INOX;EQIP-MFG
CARRO EM ACO INOX P/TRANSPORTE DE BOBINA DIM 40X50;EQIP-MFG
CARRO HIDRAULICO PORTA PALLETS MCA BYG MOD L2000 C;EQIP-MFG
CARRO HIDRAULICO PORTA PALLETS MCA BYG MOD L2000 C;EQIP-MFG
CARRO TIPO PLATAFORMA MCA MC MOD NC MATERIAL ACO I;EQIP-MFG
CARRO TIPO PLATAFORMA MCA NC MOD NC MATERIAL ACO I;EQIP-MFG
CARRO TIPO PLATAFORMA MCA NC MOD NC MATERIAL ACO I;EQIP-MFG
CARRO TIPO PLATAFORMA MCA NC MOD NC MATERIAL ACO I;EQIP-MFG
CARRO TIPO PLATAFORMA MCA NC MOD NC MATERIAL ACO I;EQIP-MFG
CORTINA DE AR MCA EOS MOD NC DIMENSOES 1200 MM;EQIP-MFG
CORTINA DE AR MCA EOS MOD NC DIMENSOES 1200 MM;EQIP-MFG
CORTINA DE AR MCA EOS MOD NC DIMENSOES 1500 MM;EQIP-MFG
CUBA EM ACO INOX DIM 40X60X50;EQIP-MFG
DESBLISTADEIRA;EQIP-MFG
DESSECADOR;EQIP-MFG
ESCADA MCA NC MOD NC MATERIAL ACO INOX TIPO PLATAF;EQIP-MFG
ESCADA MCA NC MOD NC MATERIAL ACO INOX TIPO PLATAF;EQIP-MFG
ESCADA MCA NC MOD NC MATERIAL ACO INOX TIPO PLATAF;EQIP-MFG
ESCADA MCA NOBREINOX MOD NC MATERIAL ACO INOX TIPO;EQIP-MFG
ESPELHO MCA NC MOD NC C/MOLDURA EM ALUMINIO DIMENS;EQIP-MFG
ESTACAO DE TRABALHO EM L MCA NC MOD NC NUM.DE MODU;EQIP-MFG
ESTACAO DE TRABALHO EM L MCA NC MOD NC NUM.DE MODU;EQIP-MFG
ESTANTE METALICA EM ACO IMOX NUM.DE MOD 1 NUM.PRAT;EQIP-MFG
ESTANTE METALICA EM ACO INOX MCA NOBREINOX NUM.DE;EQIP-MFG
ESTANTE METALICA EM ACO INOX NUM.DE MOD 1 NUM.PRAT;EQIP-MFG
ESTEIRA DE ROLETES LIVRES MCA NC MOD NC DIMENSOES;EQIP-MFG
FLUXO LAMINAR;EQIP-MFG
IMPRESSORA TERMICA MCA INTERMEC MOD PC43T;EQIP-MFG
MESA C/TAMPO EM MADEIRA E ESTRUTURA METALICA MCA N;EQIP-MFG
MESA METALICA EM ACO INOX MCA NOBREINOX MOD NC DIM;EQIP-MFG
MOTO ESMERIL DE BANCADA MCA MAKITA MOD GB602W NUM.;EQIP-MFG
PIA METALICA EM ACO INOX MCA NC MOD NC NUM.DE CUBA;EQIP-MFG
RACK EM ACO INOX COM LATERAIS E PORTA EM ACRILICO;EQIP-MFG
SELADORA ELETRICA MCA EVEREST MOD VI TEMPERATURA M;EQIP-MFG
TAMBOR DE LIXO EM ACO INOX DIM 40X85;EQIP-MFG
TAMBOR EM ACO INOX C/RODIZIOS DIM 60X45;EQIP-MFG
TAMBOR EM ACO INOX C/TAMPA E RODIZIOS DIM 60X65;EQIP-MFG
TAMBOR EM ACO INOX C/TAMPA E RODIZIOS DIM 60X65;EQIP-MFG
TAMBOR EM ACO INOX C/TAMPA E RODIZIOS DIM 60X65;EQIP-MFG
TAMBOR EM ACO INOX C/TAMPA E RODIZIOS DIM 60X65;EQIP-MFG
